a,b,c,d
1507,281,8481,1358
5793,5673,8353,1358
6150,2557,9989,1357
5763,4598,3617,1357
3838,6410,8737,1358
2031,5920,8853,1356
1621,4839,2864,1358
8466,5905,1360,1357
1834,3364,4725,1358
7443,478,1301,1358
6685,9808,1793,1357
3703,346,9969,1358
7826,2526,6592,1358
9415,9350,3280,1356
1358,9073,4997,1358
4068,9226,1877,1358
3329,2471,5573,1357
2675,1066,7925,1358
8663,6437,8176,1358
9567,1128,7200,1356
3583,9702,1460,1358
5618,1136,4144,1358
6970,1115,5221,1357
3882,1109,368,1358
5816,8503,1616,1358
3050,4570,1697,1356
7245,9040,9589,1356
3128,5500,2245,1357
1110,7709,4068,1357
1662,1477,5104,1358
2890,9674,6404,1356
139,5301,8481,1357
9325,5511,6996,1358
7651,6305,2784,1356
7002,8156,6164,1358
6714,1218,657,1356
5321,7324,3300,1358
5845,4564,6292,1357
4957,6473,6561,1358
7045,5958,9093,1357
4899,3682,2084,1357
9052,6307,3713,1358
5600,7756,9872,1357
9762,5889,7216,1358
3216,343,6561,1357
5397,1670,6464,1356
1597,2092,3380,1356
9133,9379,3989,1356
9077,5614,5696,1358
1177,6275,6417,1356
2541,3380,6896,1356
2950,8372,5664,1356
7703,1215,8497,1357
954,3884,8705,1358
6542,2100,1797,1358
2366,5109,4192,1357
2457,9785,9013,1356
1870,2310,9760,1356
9610,4087,4852,1357
7678,5701,2532,1358
544,6797,1508,1356
7256,2967,1940,1356
5084,2999,7825,1358
913,8560,5968,1356
8615,3387,5712,1357
7625,8985,4145,1358
8958,2856,5280,1358
3334,9366,212,1356
7263,3199,1152,1356
675,9531,2896,1356
8857,4818,6613,1357
5725,8919,4773,1358
3278,6425,3317,1357
1382,2633,3984,1358
7087,2666,7860,1357
9640,1344,4948,1358
3067,5514,3540,1358
7666,3820,2180,1356
1693,910,228,1357
6805,17,1412,1356
8540,9226,8464,1357
2979,5305,3924,1357
3028,2448,2417,1358
3546,3001,48,1356
4993,5283,7360,1357
632,8229,1013,1357
595,15,2160,1357
4922,6803,7524,1357
5860,4351,8613,1358
2015,3937,6800,1356
1589,495,6228,1356
4703,3770,4800,1358
4119,7505,4085,1358
8034,1366,3585,1358
8763,8392,4549,1358
3711,4742,4596,1357
1417,2433,6736,1356
8098,337,1312,1356
3287,9725,4501,1357
6572,1443,2208,1357
7949,8395,3169,1356
6508,9102,8912,1356
1885,2492,6624,1357
570,1260,7844,1356
8554,5121,5493,1358
8587,741,4357,1358
5468,3108,6020,1356
5532,16,1380,1358
2060,5534,6881,1357
3609,8287,9701,1356
778,7092,7824,1356
1499,7997,6272,1356
7763,9227,673,1356
2526,3249,3872,1356
9106,5182,3653,1356
2910,4935,6097,1357
1836,6786,7664,1358
6021,4737,2497,1356
4282,874,9492,1356
3898,698,244,1357
7681,4166,5812,1358
3309,9293,2805,1357
3920,5066,4148,1358
5981,5424,1217,1357
506,7289,2661,1356
4736,9508,8848,1357
5800,4798,3365,1358
4033,7315,2705,1357
8215,3690,3937,1356
4172,5638,1460,1358
9437,6927,9749,1358
4144,6220,1733,1356
8295,6440,7284,1356
5865,673,2533,1358
8773,9521,9345,1358
4974,5681,4917,1358
7368,831,753,1358
5840,5666,2208,1358
1613,3318,2693,1358
8164,4316,7012,1356
4800,5922,708,1358
7447,4359,8864,1356
2922,7279,6752,1357
8890,5509,8740,1358
5099,4763,97,1358
4065,5416,2097,1358
4666,238,948,1358
4862,5247,5461,1357
1462,8337,9444,1358
5761,6043,8704,1356
7171,956,6709,1356
4325,2664,9728,1357
3311,4554,8293,1356
8465,554,3152,1356
163,7366,9508,1358
5284,6989,853,1357
9770,8167,3489,1358
4945,7212,6273,1358
6408,9751,1136,1358
9501,96,4853,1358
7948,6283,3396,1357
5509,3328,3825,1358
6581,2643,2196,1356
9522,5165,7701,1358
6359,404,7617,1358
9565,6597,5332,1358
9607,535,5861,1358
3745,179,544,1356
5447,7767,2625,1358
2485,3312,6020,1356
1021,2746,1408,1358
5573,6045,4676,1358
9140,9392,9957,1358
7645,9693,1424,1357
4622,2397,6640,1358
2098,5377,7860,1356
9603,8898,8080,1356
498,1477,2256,1356
3520,2615,5008,1358
1949,5682,3188,1357
6920,9358,8017,1356
2125,2929,9648,1356
413,7853,9477,1356
1014,4323,4785,1357
4308,1367,3540,1358
7269,6161,181,1357
2213,7675,6544,1358
3435,3932,6913,1357
241,6483,7793,1358
1411,2749,8260,1358
2430,217,7713,1356
2729,533,5105,1357
1973,9391,1893,1358
3585,7318,4544,1356
9987,8804,7061,1356
7595,466,9861,1356
4444,5351,6608,1358
5577,4976,4772,1358
653,5990,7797,1357
7554,3688,6772,1356
7544,8246,4929,1357
2861,5642,3265,1357
4831,2408,2117,1358
7280,6091,5557,1356
9826,8413,2336,1358
9641,6330,7696,1358
750,4601,7188,1357
4182,14,9984,1356
3287,3406,9793,1356
2371,9562,9984,1357
3426,2187,2208,1356
3653,6873,8932,1358
5413,1823,7248,1357
9350,1045,1908,1356
7828,1395,4257,1358
5232,3277,1697,1357
5063,7830,5188,1358
4799,4100,9344,1358
3463,4627,2304,1358
6569,3858,3061,1358
6638,9448,9396,1357
9336,5380,337,1358
5551,8379,1556,1357
3812,3364,8421,1356
736,1111,6977,1357
9014,8579,2960,1358
9108,2380,2272,1356
576,6611,6512,1357
9003,1266,1056,1356
1938,282,1892,1357
1380,7991,7216,1358
7603,5372,9844,1356
6556,9650,3636,1356
9815,8945,9009,1358
3596,296,6836,1357
5730,1740,3168,1356
6283,4516,2900,1357
8354,6760,3060,1358
7006,4023,2304,1356
6812,8283,6512,1357
5797,3045,3265,1356
808,5762,1749,1357
7897,1462,1764,1358
3024,3028,5413,1358
507,2669,3424,1358
1327,8431,4741,1358
5913,156,2676,1357
3185,942,4148,1357
9862,4864,308,1356
4069,8734,7473,1357
8971,2665,4693,1358
1289,4275,352,1358
7786,9902,720,1356
7753,2307,2069,1358
5473,114,2581,1358
2663,8604,4177,1358
3486,2241,5284,1358
2873,5509,9201,1358
3417,528,3664,1357
8906,3786,7377,1356
1170,960,9045,1358
3895,5514,9360,1356
2866,258,7328,1357
2894,7895,2256,1356
1629,3384,7281,1357
6620,2690,4580,1358
693,4634,9745,1358
7182,3945,3825,1357
1827,8109,2420,1356
6772,5155,4164,1356
7614,2960,9888,1357
4166,5253,4609,1356
9616,460,8725,1358
3703,3782,9828,1357
2717,7017,1492,1358
4006,3381,1632,1358
4992,5865,2388,1357
1589,7499,8468,1358
246,7215,2481,1358
8372,4743,1264,1356
9382,4651,8005,1357
1704,8581,6288,1356
7008,1504,4753,1358
152,5307,5824,1358
3160,5699,372,1356
6642,5666,7680,1357
5824,6789,245,1357
4177,807,1956,1356
3860,3140,6373,1357
4272,4394,4400,1356
7039,6601,1680,1356
9898,4958,8657,1358
5292,4294,8016,1357
9326,5905,1968,1357
2053,9930,1493,1356
2203,8062,1221,1358
4139,6216,4356,1357
7208,2655,8961,1357
1288,387,4292,1357
884,1692,5553,1357
6411,9100,1397,1356
6932,3308,7893,1356
5048,5704,609,1356
4362,8940,5552,1358
1889,8793,8657,1356
5742,9214,4580,1357
522,2024,9840,1356
663,4449,7376,1356
2086,9455,4437,1356
6835,7806,8388,1357
4404,9097,4160,1358
5109,3863,8033,1357
4353,1476,5569,1357
7674,1342,8709,1358
1613,9416,4433,1358
9799,2484,6577,1358
7484,6490,2320,1356
6915,4745,6708,1357
9119,3999,4401,1356
6312,2416,432,1356
8256,9106,3008,1357
9428,8899,2544,1358
5558,2019,2112,1357
9419,4362,2240,1357
5850,2363,4705,1356
9825,5688,2625,1357
5937,3477,7648,1357
3945,2032,8260,1358
6160,6063,945,1356
850,7754,2352,1357
8465,9727,5828,1358
8276,8117,8373,1356
9432,8696,2368,1356
1470,4223,6677,1356
2196,3889,5701,1358
7481,5816,4081,1358
6346,2080,1044,1357
9083,2075,4900,1356
2459,8953,2705,1356
9989,8105,8661,1358
2953,2248,705,1356
4532,3944,8689,1358
9421,1297,8276,1358
978,2608,581,1358
1824,9945,2661,1356
8423,7576,5893,1356
3155,7086,8245,1356
6029,2865,5205,1358
481,7725,2464,1358
6166,9407,1637,1358
8829,3795,1588,1358
5222,5546,9460,1358
8362,7765,4820,1358
5881,2534,1092,1357
4817,1865,945,1356
1179,5593,4816,1358
5956,3337,384,1358
8062,5653,2929,1357
9109,5653,1232,1357
8669,8278,3377,1356
979,8173,4981,1356
468,8506,6352,1356
9780,6637,9956,1357
5568,8318,4864,1358
3845,930,2208,1358
4990,8685,6720,1358
8187,8736,9060,1358
436,9968,53,1358
9631,3564,532,1358
5332,9040,6661,1356
754,2646,7621,1358
3032,8968,3621,1356
8487,8030,5909,1358
8520,5243,629,1357
4729,9495,337,1356
7936,3214,5284,1357
4376,2510,2356,1358
1495,4325,5125,1357
2640,3192,1328,1357
897,3973,4597,1357
701,1428,6016,1356
2204,327,8453,1356
9221,3584,8177,1356
8087,5873,9249,1358
8597,5605,6053,1357
4593,1909,7297,1356
6305,6422,2224,1358
6807,5422,7380,1358
5494,6293,4641,1358
9038,2416,8916,1357
7933,3757,2785,1358
7970,9697,6672,1356
3094,2809,8964,1357
5531,6219,3637,1356
1789,9827,9169,1356
7651,4329,8225,1356
4389,9570,8512,1357
1001,8729,869,1357
2939,7856,8084,1357
2533,9259,7924,1356
2055,5138,9713,1356
3386,4631,6881,1356
4326,5972,4768,1358
48,5402,3329,1357
9936,8284,7364,1357
1660,8046,708,1357
1689,3533,1188,1357
4968,5199,9541,1358
9217,3856,6993,1356
9340,2055,5969,1356
3906,4605,1204,1356
491,6363,3681,1356
6765,4860,7361,1358
3253,1346,5969,1358
7482,788,8596,1357
3386,1085,9556,1357
5655,1041,5588,1356
8692,7524,2693,1357
8064,7483,7189,1357
983,9729,465,1356
3624,1297,8196,1358
7466,1133,9856,1356
978,9039,3569,1357
9547,4401,4021,1356
8256,158,1217,1357
7358,9619,6532,1356
9405,4926,5344,1357
8905,8487,6661,1356
1919,9336,6433,1357
5292,3944,5088,1357
6427,4241,688,1356
6048,8039,3045,1356
1123,8237,3568,1358
3272,2360,5541,1358
9808,7501,4693,1357
2926,7342,6196,1357
9626,6938,3329,1358
84,3258,8721,1358
4648,9432,1520,1356
3448,3157,6693,1356
7651,7154,2992,1356
9881,3187,4896,1356
1084,5950,2369,1357
9189,8431,8144,1357
3562,2870,9652,1357
2966,4385,7316,1357
4178,3885,5988,1356
6288,40,7317,1358
470,5449,9920,1356
8851,9327,8673,1357
6872,1809,672,1357
7181,9195,6117,1356
1777,5145,817,1356
8234,8500,8485,1358
5780,6207,6245,1358
3063,2458,4513,1357
8004,5923,4372,1358
4238,3943,3232,1358
5896,5794,5360,1358
1776,4861,5252,1356
7807,2659,2644,1356
7746,5595,5652,1357
4283,5945,5333,1356
3684,1298,3620,1358
8584,4945,2084,1356
1292,5748,1248,1357
4396,2750,944,1356
6299,2132,8660,1358
3914,2349,2465,1357
5810,2177,6933,1358
2840,2998,7841,1358
8963,8362,8964,1358
9527,9032,6240,1357
1314,8394,6901,1358
3212,1728,5009,1357
5236,3706,5104,1358
6389,542,9573,1357
9479,3782,9136,1358
1532,1850,3189,1358
1518,2873,3316,1357
3284,8569,4948,1357
4432,5892,9392,1358
5382,9925,3669,1357
1710,4407,1121,1358
7630,2752,9792,1356
9602,318,2160,1357
1244,844,2005,1358
3543,2278,7057,1356
6281,547,7237,1356
10,2509,5940,1357
5423,3357,3089,1358
9084,9779,9792,1357
2534,1358,9700,1358
1356,3772,4417,1357
3317,6513,4996,1357
1962,5456,5060,1357
2641,6169,3776,1358
3747,22,3392,1358
805,4551,8145,1357
8158,2148,373,1357
2262,4127,2000,1356
3117,1052,7713,1357
3325,7392,8773,1356
3630,4103,5505,1356
873,3736,597,1358
669,2833,277,1357
8132,8207,8224,1356
2840,5503,2612,1358
3927,4163,8340,1358
7365,2461,4420,1357
8565,2593,1172,1357
7998,2721,3153,1358
7425,4239,2661,1356
2602,8617,6881,1357
9073,2202,4628,1358
6992,2225,7140,1358
7303,2371,6593,1356
7438,1725,7412,1357
2813,7644,8949,1356
2654,682,9457,1358
5553,8326,4961,1356
3633,8536,6533,1358
6951,2300,193,1356
984,6862,81,1356
1203,9657,3168,1357
9986,5816,3252,1356
9505,8726,7333,1356
5459,7305,3205,1357
6798,9033,5140,1358
3143,6354,7984,1358
7747,9373,7476,1358
3084,2372,2625,1356
5811,3422,9744,1357
808,1414,2645,1356
3489,7303,7792,1357
7230,1036,7441,1356
4774,7056,4436,1358
9528,5819,5888,1357
4621,2421,3188,1357
6656,9482,3364,1357
3376,5684,532,1356
1785,6822,4000,1357
7098,191,8740,1357
5748,7087,8260,1358
1485,5393,6196,1356
6172,7861,9681,1356
2936,278,6337,1356
7644,8200,9409,1358
5604,8324,2276,1356
1835,6481,5956,1357
1217,8322,9156,1357
4218,6434,3921,1356
1202,4743,6964,1358
6341,3648,8036,1358
6734,3070,9492,1358
4138,2429,2853,1358
4173,1765,5376,1357
4730,3538,4645,1357
6070,9590,6369,1358
7809,690,2133,1358
1209,1669,7521,1358
6444,659,241,1356
4266,3611,1904,1357
9993,4556,1509,1357
7402,583,8244,1358
2981,2333,6145,1358
1225,5705,373,1356
7929,146,4308,1357
5331,2185,421,1356
6355,7827,9445,1356
4582,7637,3856,1358
1833,9839,4677,1357
8502,5866,8165,1357
9552,2045,5029,1356
4588,2343,7092,1356
8612,612,384,1356
7858,8562,5765,1356
3165,4088,5953,1357
9188,5454,9760,1358
6431,9741,4692,1356
4292,6825,9893,1356
5922,1454,1797,1358
1206,8624,4577,1358
2155,9585,4257,1357
387,8731,2305,1358
775,6267,2837,1356
5543,7675,3056,1357
767,5865,4676,1358
5526,7466,37,1357
3903,6642,673,1356
6369,8997,8913,1356
7711,6924,3856,1356
681,418,5717,1357
3012,4509,5712,1357
2158,6700,3956,1357
2071,6263,7093,1356
882,4354,1744,1356
7795,4994,993,1358
6145,2270,3281,1357
896,8116,5796,1356
8369,1948,4977,1356
1398,647,2000,1357
520,7536,420,1357
1725,8675,709,1356
4445,9043,7361,1357
8065,7420,1188,1358
8772,9106,2869,1358
2999,5814,2752,1356
3271,9878,4401,1356
8078,6406,6513,1357
4149,4896,7424,1356
5752,645,7205,1356
4486,3988,5381,1357
2291,6108,673,1356
4306,3552,1748,1358
5544,4542,2468,1358
1179,7691,1825,1357
2342,1518,3713,1357
8203,3957,9009,1358
4816,907,4544,1358
3297,6658,7732,1357
2887,3387,1652,1357
7922,7644,5137,1358
705,3416,7940,1357
6193,669,9840,1357
965,3204,7700,1356
2134,8473,1424,1356
3020,2482,2468,1357
7479,1102,5840,1357
2027,7683,3040,1357
4749,4632,528,1357
7855,4004,8901,1356
2724,6333,5940,1358
9273,5491,1296,1358
3119,5127,1169,1358
4622,409,9813,1358
1177,455,3908,1357
6752,4690,6193,1356
8621,8801,7061,1357
6648,3340,4128,1356
6817,7424,2209,1357
6429,9730,2945,1357
4746,5735,4116,1357
7284,3949,8660,1356
6390,6903,3281,1357
6850,7046,4896,1358
2766,7899,7584,1356
6091,4220,689,1357
8155,773,3492,1356
5058,5836,325,1358
6379,438,6884,1358
3562,2914,9217,1358
431,4756,9204,1356
808,7628,1908,1356
6242,8267,8020,1356
3719,7604,1792,1358
473,1000,469,1356
9591,563,6148,1358
2078,8457,292,1357
9405,7646,8161,1356
1333,8569,6548,1358
5240,7140,2097,1356
592,7282,1648,1357
8198,4124,1572,1357
8248,3217,3632,1356
2230,152,1777,1358
3266,4080,2516,1356
5103,2308,4257,1357
350,8622,7253,1356
9199,7823,417,1356
7458,7862,2577,1357
8136,6331,1252,1358
5770,9727,1668,1357
4474,5759,832,1358
8386,9230,6976,1357
1345,5437,7761,1356
2993,7238,8913,1358
5160,3332,5217,1357
5477,7576,3328,1358
7377,5107,192,1357
5350,7859,6053,1357
491,4623,5904,1356
6100,3273,6421,1358
5307,8960,8848,1356
1320,4157,7936,1358
7057,9986,3508,1356
4449,3057,8912,1356
1377,5019,1984,1356
984,8114,9825,1357
4722,8767,3617,1356
9421,2581,4993,1358
5489,4221,4005,1357
4161,1032,4929,1357
2868,3469,9200,1358
793,239,2884,1357
4893,5549,3396,1356
9063,8719,6773,1356
6472,9025,5749,1356
5784,3520,8928,1357
1715,3174,2209,1357
8995,755,4277,1358
4211,9106,3408,1358
8956,2683,8277,1358
3615,8507,8368,1357
5011,3566,4384,1356
4111,4328,2177,1357
1963,497,8528,1357
8136,8608,9253,1357
1941,3914,8773,1358
9003,925,2021,1357
6068,2896,5508,1358
1032,9164,2305,1358
1246,3231,7717,1356
2858,8934,2352,1356
221,7859,3617,1358
8345,2663,6197,1356
9140,6056,7573,1358
3689,2276,8785,1356
5006,7328,8017,1358
6918,8522,4593,1357
8245,9744,3220,1356
7316,7565,6209,1356
5982,9131,2272,1358
2008,7600,6020,1358
5643,5352,8404,1356
2819,7053,356,1356
8897,458,6213,1358
7964,1554,4113,1356
5201,1971,4085,1358
5242,8846,6181,1357
4464,9909,1777,1356
3542,7629,3697,1357
1760,1689,980,1357
6126,14,7921,1358
4945,571,3092,1356
1876,8882,9156,1358
6021,5698,256,1356
3183,1739,7124,1358
9620,2525,9696,1358
6757,424,8432,1357
9118,7058,4753,1358
5484,1171,9060,1357
5733,6155,4145,1357
1375,5302,3556,1356
6707,7616,357,1358
8475,1684,4725,1356
8563,7036,6048,1358
5674,1778,2324,1356
8416,6919,6177,1358
2573,5501,5349,1356
5727,4444,5093,1358
9336,2609,9780,1356
3702,1931,8193,1357
8962,3263,8069,1357
3588,8344,325,1356
7892,3136,4965,1356
4211,1321,3377,1357
9675,7653,6693,1356
1281,9107,9252,1357
3603,9672,433,1356
9054,3580,1953,1356
4339,3655,1988,1358
4716,4211,1345,1357
1292,2429,981,1357
878,5137,2261,1357
4100,3560,6357,1358
6985,5845,3377,1356
9405,9469,3061,1358
4326,8973,309,1358
664,9963,7349,1358
3265,1930,7665,1356
636,7551,5812,1357
6706,838,3764,1357
6871,171,8644,1358
3855,9190,3056,1357
6765,3568,9041,1356
9489,2823,3840,1357
7765,8952,5845,1356
501,9478,7600,1356
3840,8504,5588,1358
1184,5386,3185,1358
2280,1789,465,1358
306,411,257,1357
3785,5129,1921,1356
4292,6993,820,1357
3223,4568,5665,1358
3002,5402,7972,1356
3634,3845,9908,1356
4799,9729,5984,1357
6137,7410,1093,1356
6143,2713,9745,1358
8459,7869,917,1357
8804,1371,1937,1356
5053,4346,4900,1356
1536,1659,7792,1356
3523,1168,1957,1358
8654,66,3857,1357
5588,3747,6944,1358
1680,1885,7460,1357
4962,5809,8529,1357
464,9054,6981,1358
3707,3386,7845,1357
5416,523,7120,1358
7351,457,8613,1357
9391,6002,7028,1358
3980,8780,4097,1356
9805,2192,7040,1356
557,4346,6768,1356
9047,3782,6705,1357
2268,350,660,1356
3763,3352,2768,1358
5586,9921,3940,1357
2908,2824,1605,1358
797,999,1525,1358
9353,554,2580,1357
3278,5769,6325,1358
4725,9451,1429,1356
4235,5168,8929,1358
8062,7333,4581,1356
6326,6591,1776,1358
6097,435,4304,1356
537,128,421,1357
8203,326,8660,1358
2549,1015,5204,1356
8993,4430,9716,1356
2211,8421,8244,1358
773,4569,8756,1356
976,1200,9216,1358
9112,9363,9013,1357
299,4585,3029,1358
2893,537,1236,1356
552,4426,7669,1357
5530,9161,1185,1356
7373,9230,6929,1356
1881,5234,7812,1357
3918,3717,1873,1358
416,1866,2400,1356
9443,7967,8932,1357
3587,9679,2304,1358
6446,8994,5396,1357
8870,7282,164,1356
6184,2359,1377,1357
8122,5873,4368,1356
4853,8698,7060,1358
8802,2578,3012,1356
9363,2433,3157,1358
263,4131,516,1357
7508,4698,5716,1356
9336,5423,3761,1357
4735,7589,1108,1356
5654,8680,5904,1357
8469,5458,2356,1357
3482,1112,6948,1357
8349,4730,1264,1358
5489,4252,5489,1356
4297,2440,7861,1358
4602,3255,1717,1356
1168,4723,6853,1357
3010,4220,5184,1358
7028,6327,1957,1357
3634,5192,2592,1358
9199,9533,773,1357
9933,7039,8656,1357
5337,5023,3600,1357
9108,4032,4228,1358
9122,9209,192,1358
423,6517,465,1357
9230,5158,5509,1356
6218,3186,5476,1358
1255,6533,7813,1357
555,4494,4240,1358
4292,8388,4756,1356
8805,5613,2017,1357
7999,6231,916,1358
3165,1510,4176,1358
7879,5527,2192,1357
4833,5181,7697,1358
9229,3397,1712,1356
2799,9197,5109,1357
6966,3708,7473,1358
4867,9845,1345,1357
6067,3347,2485,1357
218,3637,2933,1358
1048,1589,1620,1358
5968,5727,289,1357
4680,2358,213,1358
2614,8382,1557,1358
113,5744,7264,1358
2090,9037,8485,1357
1172,7458,9537,1356
7547,4840,5045,1358
8660,6865,5840,1356
7707,3379,836,1357
3614,2065,4417,1356
8352,8736,7777,1356
7499,3290,8421,1356
9604,3116,4577,1358
5693,6148,4917,1357
9616,8921,5317,1357
8237,1434,65,1356
6481,9358,1140,1357
2311,1535,1605,1356
7447,7350,5344,1356
5400,9923,8288,1356
1233,5553,5925,1358
207,4656,9637,1356
5817,5424,3188,1356
4941,1566,9332,1357
2720,8133,5445,1357
8115,2917,5521,1356
9289,9732,3476,1358
5602,6341,6532,1358
5772,8484,4292,1356
1952,2969,3697,1356
1,7790,9792,1356
4191,6595,5605,1356
3055,1069,4884,1356
2331,3716,4528,1358
7186,3912,1268,1357
2876,7567,4357,1358
9490,7652,357,1357
2499,5489,6180,1358
7750,2060,3365,1358
1749,3298,3265,1356
3428,7300,641,1356
5767,5778,3221,1358
7007,173,3413,1358
2236,8150,2052,1358
9399,5189,916,1356
1970,8594,8768,1357
7587,1406,6704,1356
6964,5611,1377,1356
5785,262,7973,1356
3423,3914,3169,1358
7650,2866,2928,1358
2982,2414,1012,1358
8139,9381,5745,1357
5286,2354,4448,1358
7159,8807,4869,1358
1712,1634,7280,1358
1912,9402,5296,1357
5980,8012,5249,1356
6449,2919,9488,1356
1636,7149,5700,1356
227,7408,292,1358
5872,2814,2644,1357
8443,5370,5968,1356
1111,1632,9393,1356
5306,1893,1909,1356
6768,5895,5348,1358
7038,4731,3568,1356
9965,2502,149,1356
7417,9479,2960,1358
1049,9009,8196,1357
3951,243,3285,1357
3677,1343,2836,1358
2590,7009,9428,1358
3702,8622,8353,1356
9293,2457,4468,1358
979,3235,8208,1357
7235,931,2180,1356
2891,5841,149,1358
883,6443,1157,1356
7003,9013,7201,1356
8941,5783,4052,1358
2321,1624,4705,1358
4512,1837,4916,1356
7892,330,7924,1357
7006,8025,469,1358
396,1024,4657,1358
626,3411,2932,1358
35,5777,5508,1358
2151,1515,7972,1356
3764,4909,6096,1358
7108,8893,1764,1356
1595,8090,4741,1356
1621,2455,9472,1357
3931,7763,7984,1356
9145,4285,2069,1358
1159,4296,3748,1356
9797,1098,9141,1357
5503,7601,4837,1358
4190,9718,2021,1358
976,6685,2532,1358
6914,4376,5488,1356
2250,7272,9072,1358
4250,4410,4177,1358
7366,347,6416,1358
2233,1636,6100,1357
4303,4254,4529,1357
9421,8675,1569,1357
9416,6909,8288,1357
7793,4902,4289,1357
6812,235,9760,1356
5269,9188,2964,1357
9002,2600,9077,1357
2543,9164,1605,1356
8013,804,656,1356
3631,2035,6449,1358
1709,5441,3808,1358
2214,6184,4885,1356
3305,5285,9456,1357
8537,4725,373,1357
4641,9048,6212,1358
6913,5731,6564,1357
275,9124,6256,1358
774,7667,8336,1358
4080,5477,672,1357
86,4563,6756,1357
5103,3365,8145,1356
3734,2423,1200,1357
3590,5364,2752,1356
2771,2248,5520,1358
343,4114,7281,1357
3688,2635,1828,1357
4398,9358,961,1358
930,2358,436,1357
7842,6420,145,1356
2484,9045,5444,1357
6039,5091,1333,1358
8054,8491,3344,1358
6822,54,2981,1356
2004,9172,4693,1358
9294,5833,8209,1358
1950,3035,1984,1357
7486,357,6160,1357
4811,3745,4336,1358
1160,3151,7236,1356
9091,2715,949,1356
9085,7,7569,1358
6666,7467,5844,1357
7543,1925,5925,1358
8905,3494,8404,1356
2441,4821,6917,1356
6778,7202,9796,1357
2594,8574,3732,1357
8681,187,9648,1357
2705,8204,5477,1357
1841,9665,6001,1357
5685,5178,5284,1356
2335,6051,3073,1358
7898,1976,1777,1357
506,2738,629,1358
670,8462,1588,1358
6615,746,3589,1358
3065,8185,6420,1358
5290,3952,7057,1358
7307,5189,3589,1356
6884,188,5505,1358
4499,680,8193,1357
6507,1598,8981,1356
1142,3608,6096,1358
5779,7030,6337,1357
4828,8122,4144,1357
2974,982,7281,1358
3177,6195,5296,1358
4262,4864,4916,1357
2166,5863,5585,1358
6243,4693,3488,1358
6290,9886,1924,1358
3195,8148,1457,1357
385,896,5492,1357
761,1355,9733,1356
6281,2128,6165,1358
5852,4379,4577,1358
3435,1687,9668,1357
6444,4197,7077,1356
6131,507,8544,1357
6267,2158,9601,1358
7215,562,3921,1356
4832,2974,3648,1357
8494,1930,6325,1357
9521,29,3749,1356
914,3643,9328,1356
7804,4362,4613,1358
1265,2146,3936,1358
5319,629,7585,1358
945,877,5760,1357
2744,1332,4244,1358
6336,9096,5061,1356
1808,8765,7009,1357
8588,6817,3952,1358
4997,4071,9925,1358
5176,6428,8369,1358
547,438,3168,1357
2057,8240,5520,1357
20,5889,8260,1358
6317,5622,1265,1358
9649,7204,6469,1358
9705,4473,4961,1356
8117,3465,2148,1357
880,4759,7440,1358
2701,6042,2657,1356
5987,1167,1617,1357
2176,5459,6657,1357
5169,2282,1589,1358
7627,1964,4580,1356
6128,7884,7969,1358
581,7666,1873,1356
9200,42,9220,1356
7696,2012,5729,1356
7456,1857,8320,1357
3648,3427,2609,1358
260,1230,8257,1356
9231,1691,8228,1357
9784,4419,5728,1356
5906,946,1492,1357
1318,8718,2628,1357
3096,573,2001,1357
8351,289,2133,1357
6095,3891,4468,1357
7926,7370,5637,1356
9415,4595,9681,1358
7312,6044,1233,1358
9188,5733,9952,1357
4418,9439,1828,1356
8867,4927,9824,1357
3296,775,401,1357
2732,6781,1700,1358
7878,8714,4016,1357
421,68,129,1357
4054,4091,6416,1357
7776,8346,6800,1358
1917,4982,5380,1356
2556,6521,1813,1358
3032,2702,9829,1358
9295,3588,2609,1357
1373,738,4149,1356
4890,5804,7829,1358
3537,91,1248,1357
1036,1608,4705,1356
6073,9077,2596,1356
8241,1995,3684,1358
5087,4056,5584,1356
7079,7164,3492,1356
4462,4396,8400,1358
4158,6936,2996,1356
3690,7071,4112,1358
2748,1798,7157,1358
6773,7167,5669,1357
4526,306,4193,1357
2354,3636,4545,1358
9597,9520,7589,1356
3078,9347,4037,1357
8755,1436,484,1358
2775,9102,3668,1358
7361,3754,4340,1357
8982,9452,5317,1357
6875,3520,801,1356
925,1813,853,1358
3945,8381,7092,1358
263,38,5029,1357
6620,7322,53,1357
2516,6585,6149,1357
963,175,8256,1358
9864,4289,1200,1357
6181,387,6437,1357
8711,1063,1764,1358
4476,9905,6032,1358
5438,1956,4324,1358
6774,8260,2256,1357
1705,7019,9665,1356
1619,4135,3377,1356
1399,6421,1764,1357
5203,9493,1040,1357
7370,6067,5984,1356
4175,5488,6801,1356
6470,9165,2357,1357
3847,2066,2657,1356
217,6641,389,1356
2293,6825,1664,1357
9842,4462,3012,1357
9553,2591,6945,1357
9186,8502,5937,1356
8461,6851,2389,1358
6550,1567,4272,1356
6201,1414,4276,1356
5440,2367,1136,1356
6642,31,4485,1357
246,3566,6848,1356
9087,7031,2097,1356
6630,1006,1296,1357
6057,3167,4405,1356
6720,2559,7061,1358
9095,4504,7364,1358
1370,5067,5681,1356
3509,2655,9796,1357
9557,2738,1200,1356
4066,7475,9301,1357
3120,7736,1109,1358
312,7117,4241,1357
7804,7621,2129,1357
4339,3123,2641,1357
4096,313,2340,1357
7684,5648,5073,1356
